scenario,condition,reward,response_index,rank,feature_label,activation,source_log
Steering (Offer: 50),steering,,40,7,The assistant should select between provided options,25.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,8,Character decision-making and multi-step action sequences in narratives,22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,9,"Discussions of egoism and self-interest, especially in moral contexts",19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Steering (Offer: 50),steering,,40,10,Code syntax patterns for object creation and initialization,16.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,1,Economic tradeoffs and payoff structures in social contexts,131.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,2,Game theory concepts involving cooperation versus competition,49.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,3,Probability-based decision making scenarios with explicit numerical comparisons,43.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,4,Descriptions of experimental procedures and participant tasks in research studies,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,5,Formal offer and counteroffer language in negotiations,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,7,Negotiation strategies and tactics being discussed,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,8,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,9,Rejection and prevention of rejection in medical and emotional contexts,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,1,10,The assistant is providing analytical descriptions or explanations,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,1,Economic tradeoffs and payoff structures in social contexts,131.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,2,Game theory concepts involving cooperation versus competition,49.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,3,Probability-based decision making scenarios with explicit numerical comparisons,43.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,4,Descriptions of experimental procedures and participant tasks in research studies,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,5,Formal offer and counteroffer language in negotiations,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,7,Negotiation strategies and tactics being discussed,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,8,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,9,Rejection and prevention of rejection in medical and emotional contexts,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,2,10,The assistant is providing analytical descriptions or explanations,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,1,Economic tradeoffs and payoff structures in social contexts,131.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,2,Game theory concepts involving cooperation versus competition,49.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,3,Probability-based decision making scenarios with explicit numerical comparisons,43.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,4,Descriptions of experimental procedures and participant tasks in research studies,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,5,Formal offer and counteroffer language in negotiations,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,7,Negotiation strategies and tactics being discussed,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,8,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,9,Rejection and prevention of rejection in medical and emotional contexts,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,3,10,The assistant is providing analytical descriptions or explanations,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,1,Economic tradeoffs and payoff structures in social contexts,131.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,2,Game theory concepts involving cooperation versus competition,49.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,3,Probability-based decision making scenarios with explicit numerical comparisons,43.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,4,Descriptions of experimental procedures and participant tasks in research studies,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,5,Formal offer and counteroffer language in negotiations,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,7,Negotiation strategies and tactics being discussed,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,8,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,9,Rejection and prevention of rejection in medical and emotional contexts,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,4,10,The assistant is providing analytical descriptions or explanations,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,1,Economic tradeoffs and payoff structures in social contexts,131.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,2,Game theory concepts involving cooperation versus competition,49.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,3,Probability-based decision making scenarios with explicit numerical comparisons,43.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,4,Descriptions of experimental procedures and participant tasks in research studies,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,5,Formal offer and counteroffer language in negotiations,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,7,Negotiation strategies and tactics being discussed,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,8,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,9,Rejection and prevention of rejection in medical and emotional contexts,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,5,10,The assistant is providing analytical descriptions or explanations,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,6,1,Economic tradeoffs and payoff structures in social contexts,131.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,6,2,Game theory concepts involving cooperation versus competition,49.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,6,3,Probability-based decision making scenarios with explicit numerical comparisons,43.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,6,4,Descriptions of experimental procedures and participant tasks in research studies,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,6,5,Formal offer and counteroffer language in negotiations,38.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 55),baseline,,6,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
